"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.96,6.574748477201131
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",5.01,4.105301254797051
"['f7', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.78,4.169921784244826
"['f7', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.02,5.146991271818503
"['f7', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.37,4.731743571239447
"['f7', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.23,2.5246647030918963
"['f7', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.99,3.3025746666402123
"['f7', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.97,3.693352502614719
"['f7', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.86,1.9809820393211406
"['f7', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",6.05,2.4798701203470164
"['f7', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.84,3.0318177361233483
"['f7', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",6.04,1.3887706724179245
"['f7', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.11,1.5967258720326627
"['f7', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",5.17,2.58822356552583
"['f7', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.06,3.899682803111838
"['f7', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",5.16,2.695295381383427
"['f7', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",5.97,2.483963422503164
"['f7', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",6.19,1.7231138642336572
"['f7', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.81,5.895162930197951
