"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.768487434925895,5.03
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.872276581941692,4.75
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.90313155785773,5.08
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.921216932813497,5.14
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.43532533388627,5.0
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.8870690460649646,5.1
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.500155899173223,4.78
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.7473286426218473,5.07
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.163944479738683,5.17
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.7221367228983193,5.05
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.0630433421522145,4.91
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.5188899874844113,4.84
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.458416030604392,4.77
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.6949819057766424,4.85
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.092318961167722,4.79
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.0995588859188805,5.14
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.666737793605964,5.1
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.972857716742845,4.77
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.9515801395283485,5.23
"['f7', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.506589539362496,4.81
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.089582203461527,4.81
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.608948203231023,5.22
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",3.2742453489114016,4.89
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.29504235405915,5.02
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.586356775991212,5.0
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.148217472284266,4.75
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",3.9228814517134243,4.76
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.465267518632428,5.15
"['f7', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.320218795071099,5.03
